"SUBJECT"	"GENE"	"N"	"TOTAL"	"FREQ"
"2108"	"hemC_43a"	"TRBV21-1"	35	19841	0.00176402399072627
"2109"	"hemC_43a"	"TRBV23-1"	0	19841	0
"2110"	"hemC_43a"	"TRBV24-1"	274	19841	0.0138097878131143
"2111"	"hemC_43a"	"TRBV25-1"	5	19841	0.000252003427246611
"2112"	"hemC_43a"	"TRBV26"	0	19841	0
"2113"	"hemC_43a"	"TRBV27"	1434	19841	0.0722745829343279
"2114"	"hemC_43a"	"TRBV28"	96	19841	0.00483846580313492
"2115"	"hemC_43a"	"TRBV29-1"	1796	19841	0.0905196310669825
"2116"	"hemC_43a"	"TRBV3-1"	1	19841	5.04006854493221e-05
"2117"	"hemC_43a"	"TRBV3-2"	0	19841	0
"2118"	"hemC_43a"	"TRBV30"	916	19841	0.0461670278715791
"2119"	"hemC_43a"	"TRBV4-1"	19	19841	0.00095761302353712
"2120"	"hemC_43a"	"TRBV4-2"	90	19841	0.00453606169043899
"2121"	"hemC_43a"	"TRBV4-3"	98	19841	0.00493926717403357
"2122"	"hemC_43a"	"TRBV5-1"	281	19841	0.0141625926112595
"2123"	"hemC_43a"	"TRBV5-3"	89	19841	0.00448566100498967
"2124"	"hemC_43a"	"TRBV5-4"	813	19841	0.0409757572702989
"2125"	"hemC_43a"	"TRBV5-5"	598	19841	0.0301396098986946
"2126"	"hemC_43a"	"TRBV5-6"	1562	19841	0.0787258706718411
"2127"	"hemC_43a"	"TRBV5-7"	42	19841	0.00211682878887153
"2128"	"hemC_43a"	"TRBV5-8"	11	19841	0.000554407539942543
"2129"	"hemC_43a"	"TRBV6-1"	913	19841	0.0460158258152311
"2130"	"hemC_43a"	"TRBV6-23"	720	19841	0.0362884935235119
"2131"	"hemC_43a"	"TRBV6-4"	189	19841	0.00952572954992188
"2132"	"hemC_43a"	"TRBV6-5"	1954	19841	0.0984829393679754
"2133"	"hemC_43a"	"TRBV6-6"	695	19841	0.0350284763872789
"2134"	"hemC_43a"	"TRBV6-7"	1	19841	5.04006854493221e-05
"2135"	"hemC_43a"	"TRBV6-8"	0	19841	0
"2136"	"hemC_43a"	"TRBV6-9"	120	19841	0.00604808225391865
"2137"	"hemC_43a"	"TRBV7-1"	0	19841	0
"2138"	"hemC_43a"	"TRBV7-2"	298	19841	0.015019404263898
"2139"	"hemC_43a"	"TRBV7-3"	11	19841	0.000554407539942543
"2140"	"hemC_43a"	"TRBV7-4"	0	19841	0
"2141"	"hemC_43a"	"TRBV7-6"	394	19841	0.0198578700670329
"2142"	"hemC_43a"	"TRBV7-7"	2	19841	0.000100801370898644
"2143"	"hemC_43a"	"TRBV7-8"	3	19841	0.000151202056347966
"2144"	"hemC_43a"	"TRBV7-9"	531	19841	0.02676276397359
"2145"	"hemC_43a"	"TRBV9"	8	19841	0.000403205483594577
"2146"	"hemC_43b"	"TRBV1"	0	34935	0
"2147"	"hemC_43b"	"TRBV10-1"	106	34935	0.00303420638328324
"2148"	"hemC_43b"	"TRBV10-2"	10	34935	0.0002862458852154
"2149"	"hemC_43b"	"TRBV10-3"	909	34935	0.0260197509660799
"2150"	"hemC_43b"	"TRBV11-1"	616	34935	0.0176327465292686
"2151"	"hemC_43b"	"TRBV11-2"	183	34935	0.00523829969944182
"2152"	"hemC_43b"	"TRBV11-3"	1730	34935	0.0495205381422642
"2153"	"hemC_43b"	"TRBV12-34"	2238	34935	0.0640618291112065
"2154"	"hemC_43b"	"TRBV12-5"	25	34935	0.0007156147130385
"2155"	"hemC_43b"	"TRBV13"	401	34935	0.0114784599971375
"2156"	"hemC_43b"	"TRBV14"	106	34935	0.00303420638328324
"2157"	"hemC_43b"	"TRBV15"	981	34935	0.0280807213396307
"2158"	"hemC_43b"	"TRBV16"	0	34935	0
"2159"	"hemC_43b"	"TRBV18"	1089	34935	0.0311721768999571
"2160"	"hemC_43b"	"TRBV19"	2616	34935	0.0748819235723486
"2161"	"hemC_43b"	"TRBV2"	19	34935	0.00054386718190926
"2162"	"hemC_43b"	"TRBV20-1"	1037	34935	0.029683698296837
"2163"	"hemC_43b"	"TRBV21-1"	92	34935	0.00263346214398168
"2164"	"hemC_43b"	"TRBV23-1"	4	34935	0.00011449835408616
"2165"	"hemC_43b"	"TRBV24-1"	552	34935	0.0158007728638901
"2166"	"hemC_43b"	"TRBV25-1"	8	34935	0.00022899670817232
"2167"	"hemC_43b"	"TRBV26"	0	34935	0
"2168"	"hemC_43b"	"TRBV27"	1816	34935	0.0519822527551166
"2169"	"hemC_43b"	"TRBV28"	115	34935	0.0032918276799771
"2170"	"hemC_43b"	"TRBV29-1"	3288	34935	0.0941176470588235
"2171"	"hemC_43b"	"TRBV3-1"	0	34935	0
"2172"	"hemC_43b"	"TRBV3-2"	0	34935	0
"2173"	"hemC_43b"	"TRBV30"	2214	34935	0.0633748389866896
"2174"	"hemC_43b"	"TRBV4-1"	33	34935	0.00094461142121082
"2175"	"hemC_43b"	"TRBV4-2"	127	34935	0.00363532274223558
"2176"	"hemC_43b"	"TRBV4-3"	98	34935	0.00280520967511092
"2177"	"hemC_43b"	"TRBV5-1"	498	34935	0.0142550450837269
"2178"	"hemC_43b"	"TRBV5-3"	87	34935	0.00249033920137398
"2179"	"hemC_43b"	"TRBV5-4"	1302	34935	0.0372692142550451
"2180"	"hemC_43b"	"TRBV5-5"	498	34935	0.0142550450837269
"2181"	"hemC_43b"	"TRBV5-6"	1172	34935	0.0335480177472449
"2182"	"hemC_43b"	"TRBV5-7"	12	34935	0.00034349506225848
"2183"	"hemC_43b"	"TRBV5-8"	19	34935	0.00054386718190926
"2184"	"hemC_43b"	"TRBV6-1"	2086	34935	0.0597108916559324
"2185"	"hemC_43b"	"TRBV6-23"	1186	34935	0.0339487619865464
"2186"	"hemC_43b"	"TRBV6-4"	418	34935	0.0119650780020037
"2187"	"hemC_43b"	"TRBV6-5"	3325	34935	0.0951767568341205
"2188"	"hemC_43b"	"TRBV6-6"	1727	34935	0.0494346643766996
"2189"	"hemC_43b"	"TRBV6-7"	5	34935	0.0001431229426077
"2190"	"hemC_43b"	"TRBV6-8"	8	34935	0.00022899670817232
"2191"	"hemC_43b"	"TRBV6-9"	54	34935	0.00154572778016316
"2192"	"hemC_43b"	"TRBV7-1"	0	34935	0
"2193"	"hemC_43b"	"TRBV7-2"	668	34935	0.0191212251323887
"2194"	"hemC_43b"	"TRBV7-3"	58	34935	0.00166022613424932
"2195"	"hemC_43b"	"TRBV7-4"	93	34935	0.00266208673250322
"2196"	"hemC_43b"	"TRBV7-6"	524	34935	0.014999284385287
"2197"	"hemC_43b"	"TRBV7-7"	2	34935	5.724917704308e-05
"2198"	"hemC_43b"	"TRBV7-8"	6	34935	0.00017174753112924
"2199"	"hemC_43b"	"TRBV7-9"	757	34935	0.0216688135108058
"2200"	"hemC_43b"	"TRBV9"	17	34935	0.00048661800486618
"2201"	"hemC_44"	"TRBV1"	0	23114	0
"2202"	"hemC_44"	"TRBV10-1"	35	23114	0.00151423379769836
"2203"	"hemC_44"	"TRBV10-2"	174	23114	0.00752790516570044
"2204"	"hemC_44"	"TRBV10-3"	708	23114	0.0306307865362983
"2205"	"hemC_44"	"TRBV11-1"	1313	23114	0.0568053993250844
"2206"	"hemC_44"	"TRBV11-2"	417	23114	0.0180410141040062
"2207"	"hemC_44"	"TRBV11-3"	3	23114	0.000129791468374146
"2208"	"hemC_44"	"TRBV12-34"	2009	23114	0.0869170199878861
"2209"	"hemC_44"	"TRBV12-5"	11	23114	0.0004759020507052
"2210"	"hemC_44"	"TRBV13"	108	23114	0.00467249286146924
"2211"	"hemC_44"	"TRBV14"	52	23114	0.00224971878515186
"2212"	"hemC_44"	"TRBV15"	737	23114	0.0318854373972484
"2213"	"hemC_44"	"TRBV16"	0	23114	0
"2214"	"hemC_44"	"TRBV18"	750	23114	0.0324478670935364
"2215"	"hemC_44"	"TRBV19"	1530	23114	0.0661936488708142
"2216"	"hemC_44"	"TRBV2"	29	23114	0.00125465086095007
"2217"	"hemC_44"	"TRBV20-1"	411	23114	0.0177814311672579
"2218"	"hemC_44"	"TRBV21-1"	10	23114	0.000432638227913818
"2219"	"hemC_44"	"TRBV23-1"	0	23114	0
"2220"	"hemC_44"	"TRBV24-1"	117	23114	0.00506186726659168
"2221"	"hemC_44"	"TRBV25-1"	3	23114	0.000129791468374146
"2222"	"hemC_44"	"TRBV26"	0	23114	0
"2223"	"hemC_44"	"TRBV27"	1807	23114	0.078177727784027
"2224"	"hemC_44"	"TRBV28"	1	23114	4.32638227913818e-05
"2225"	"hemC_44"	"TRBV29-1"	1694	23114	0.0732889158086008
"2226"	"hemC_44"	"TRBV3-1"	0	23114	0
"2227"	"hemC_44"	"TRBV3-2"	0	23114	0
"2228"	"hemC_44"	"TRBV30"	414	23114	0.0179112226356321
"2229"	"hemC_44"	"TRBV4-1"	20	23114	0.000865276455827637
"2230"	"hemC_44"	"TRBV4-2"	31	23114	0.00134117850653284
"2231"	"hemC_44"	"TRBV4-3"	0	23114	0
"2232"	"hemC_44"	"TRBV5-1"	510	23114	0.0220645496236047
"2233"	"hemC_44"	"TRBV5-3"	48	23114	0.00207666349398633
"2234"	"hemC_44"	"TRBV5-4"	1286	23114	0.0556372761097171
"2235"	"hemC_44"	"TRBV5-5"	296	23114	0.012806091546249
"2236"	"hemC_44"	"TRBV5-6"	588	23114	0.0254391278013325
"2237"	"hemC_44"	"TRBV5-7"	3	23114	0.000129791468374146
"2238"	"hemC_44"	"TRBV5-8"	6	23114	0.000259582936748291
"2239"	"hemC_44"	"TRBV6-1"	1088	23114	0.0470710391970234
"2240"	"hemC_44"	"TRBV6-23"	184	23114	0.00796054339361426
"2241"	"hemC_44"	"TRBV6-4"	216	23114	0.00934498572293848
"2242"	"hemC_44"	"TRBV6-5"	4622	23114	0.199965388941767
"2243"	"hemC_44"	"TRBV6-6"	1013	23114	0.0438262524876698
"2244"	"hemC_44"	"TRBV6-7"	0	23114	0
"2245"	"hemC_44"	"TRBV6-8"	6	23114	0.000259582936748291
"2246"	"hemC_44"	"TRBV6-9"	21	23114	0.000908540278619019
"2247"	"hemC_44"	"TRBV7-1"	0	23114	0
"2248"	"hemC_44"	"TRBV7-2"	233	23114	0.010080470710392
"2249"	"hemC_44"	"TRBV7-3"	10	23114	0.000432638227913818
"2250"	"hemC_44"	"TRBV7-4"	15	23114	0.000648957341870728
"2251"	"hemC_44"	"TRBV7-6"	303	23114	0.0131089383057887
"2252"	"hemC_44"	"TRBV7-7"	4	23114	0.000173055291165527
"2253"	"hemC_44"	"TRBV7-8"	0	23114	0
"2254"	"hemC_44"	"TRBV7-9"	270	23114	0.0116812321536731
"2255"	"hemC_44"	"TRBV9"	8	23114	0.000346110582331055
"2256"	"hemC_44a"	"TRBV1"	0	15250	0
"2257"	"hemC_44a"	"TRBV10-1"	20	15250	0.00131147540983607
"2258"	"hemC_44a"	"TRBV10-2"	147	15250	0.00963934426229508
"2259"	"hemC_44a"	"TRBV10-3"	697	15250	0.0457049180327869
"2260"	"hemC_44a"	"TRBV11-1"	227	15250	0.0148852459016393
"2261"	"hemC_44a"	"TRBV11-2"	151	15250	0.00990163934426229
"2262"	"hemC_44a"	"TRBV11-3"	2	15250	0.000131147540983607
"2263"	"hemC_44a"	"TRBV12-34"	947	15250	0.0620983606557377
"2264"	"hemC_44a"	"TRBV12-5"	8	15250	0.000524590163934426
"2265"	"hemC_44a"	"TRBV13"	101	15250	0.00662295081967213
"2266"	"hemC_44a"	"TRBV14"	35	15250	0.00229508196721311
"2267"	"hemC_44a"	"TRBV15"	313	15250	0.0205245901639344
"2268"	"hemC_44a"	"TRBV16"	0	15250	0
"2269"	"hemC_44a"	"TRBV18"	549	15250	0.036
"2270"	"hemC_44a"	"TRBV19"	1134	15250	0.0743606557377049
"2271"	"hemC_44a"	"TRBV2"	21	15250	0.00137704918032787
"2272"	"hemC_44a"	"TRBV20-1"	226	15250	0.0148196721311475
"2273"	"hemC_44a"	"TRBV21-1"	9	15250	0.00059016393442623
"2274"	"hemC_44a"	"TRBV23-1"	0	15250	0
"2275"	"hemC_44a"	"TRBV24-1"	64	15250	0.00419672131147541
"2276"	"hemC_44a"	"TRBV25-1"	3	15250	0.00019672131147541
"2277"	"hemC_44a"	"TRBV26"	0	15250	0
"2278"	"hemC_44a"	"TRBV27"	1011	15250	0.0662950819672131
"2279"	"hemC_44a"	"TRBV28"	0	15250	0
"2280"	"hemC_44a"	"TRBV29-1"	1195	15250	0.0783606557377049
"2281"	"hemC_44a"	"TRBV3-1"	0	15250	0
"2282"	"hemC_44a"	"TRBV3-2"	0	15250	0
"2283"	"hemC_44a"	"TRBV30"	351	15250	0.023016393442623
"2284"	"hemC_44a"	"TRBV4-1"	9	15250	0.00059016393442623
"2285"	"hemC_44a"	"TRBV4-2"	24	15250	0.00157377049180328
"2286"	"hemC_44a"	"TRBV4-3"	0	15250	0
"2287"	"hemC_44a"	"TRBV5-1"	432	15250	0.028327868852459
"2288"	"hemC_44a"	"TRBV5-3"	35	15250	0.00229508196721311
"2289"	"hemC_44a"	"TRBV5-4"	1070	15250	0.0701639344262295
"2290"	"hemC_44a"	"TRBV5-5"	282	15250	0.0184918032786885
"2291"	"hemC_44a"	"TRBV5-6"	416	15250	0.0272786885245902
"2292"	"hemC_44a"	"TRBV5-7"	3	15250	0.00019672131147541
"2293"	"hemC_44a"	"TRBV5-8"	6	15250	0.00039344262295082
"2294"	"hemC_44a"	"TRBV6-1"	997	15250	0.0653770491803279
"2295"	"hemC_44a"	"TRBV6-23"	125	15250	0.00819672131147541
"2296"	"hemC_44a"	"TRBV6-4"	209	15250	0.0137049180327869
"2297"	"hemC_44a"	"TRBV6-5"	2805	15250	0.183934426229508
"2298"	"hemC_44a"	"TRBV6-6"	919	15250	0.0602622950819672
"2299"	"hemC_44a"	"TRBV6-7"	0	15250	0
"2300"	"hemC_44a"	"TRBV6-8"	6	15250	0.00039344262295082
"2301"	"hemC_44a"	"TRBV6-9"	2	15250	0.000131147540983607
"2302"	"hemC_44a"	"TRBV7-1"	0	15250	0
"2303"	"hemC_44a"	"TRBV7-2"	202	15250	0.0132459016393443
"2304"	"hemC_44a"	"TRBV7-3"	7	15250	0.000459016393442623
"2305"	"hemC_44a"	"TRBV7-4"	12	15250	0.000786885245901639
"2306"	"hemC_44a"	"TRBV7-6"	241	15250	0.0158032786885246
"2307"	"hemC_44a"	"TRBV7-7"	2	15250	0.000131147540983607
"2308"	"hemC_44a"	"TRBV7-8"	0	15250	0
"2309"	"hemC_44a"	"TRBV7-9"	228	15250	0.0149508196721311
"2310"	"hemC_44a"	"TRBV9"	7	15250	0.000459016393442623
"2311"	"hemC_44b"	"TRBV1"	0	7864	0
"2312"	"hemC_44b"	"TRBV10-1"	15	7864	0.00190742624618515
"2313"	"hemC_44b"	"TRBV10-2"	27	7864	0.00343336724313327
"2314"	"hemC_44b"	"TRBV10-3"	11	7864	0.00139877924720244
"2315"	"hemC_44b"	"TRBV11-1"	1086	7864	0.138097660223805
"2316"	"hemC_44b"	"TRBV11-2"	266	7864	0.0338250254323499
"2317"	"hemC_44b"	"TRBV11-3"	1	7864	0.000127161749745676
"2318"	"hemC_44b"	"TRBV12-34"	1062	7864	0.135045778229908
"2319"	"hemC_44b"	"TRBV12-5"	3	7864	0.000381485249237029
"2320"	"hemC_44b"	"TRBV13"	7	7864	0.000890132248219736
"2321"	"hemC_44b"	"TRBV14"	17	7864	0.0021617497456765
"2322"	"hemC_44b"	"TRBV15"	424	7864	0.0539165818921668
"2323"	"hemC_44b"	"TRBV16"	0	7864	0
"2324"	"hemC_44b"	"TRBV18"	201	7864	0.025559511698881
"2325"	"hemC_44b"	"TRBV19"	396	7864	0.0503560528992879
"2326"	"hemC_44b"	"TRBV2"	8	7864	0.00101729399796541
"2327"	"hemC_44b"	"TRBV20-1"	185	7864	0.0235249237029502
"2328"	"hemC_44b"	"TRBV21-1"	1	7864	0.000127161749745676
"2329"	"hemC_44b"	"TRBV23-1"	0	7864	0
"2330"	"hemC_44b"	"TRBV24-1"	53	7864	0.00673957273652085
"2331"	"hemC_44b"	"TRBV25-1"	0	7864	0
"2332"	"hemC_44b"	"TRBV26"	0	7864	0
"2333"	"hemC_44b"	"TRBV27"	796	7864	0.101220752797558
"2334"	"hemC_44b"	"TRBV28"	1	7864	0.000127161749745676
"2335"	"hemC_44b"	"TRBV29-1"	499	7864	0.0634537131230926
"2336"	"hemC_44b"	"TRBV3-1"	0	7864	0
"2337"	"hemC_44b"	"TRBV3-2"	0	7864	0
"2338"	"hemC_44b"	"TRBV30"	63	7864	0.00801119023397762
"2339"	"hemC_44b"	"TRBV4-1"	11	7864	0.00139877924720244
"2340"	"hemC_44b"	"TRBV4-2"	7	7864	0.000890132248219736
"2341"	"hemC_44b"	"TRBV4-3"	0	7864	0
"2342"	"hemC_44b"	"TRBV5-1"	78	7864	0.00991861648016277
"2343"	"hemC_44b"	"TRBV5-3"	13	7864	0.00165310274669379
"2344"	"hemC_44b"	"TRBV5-4"	216	7864	0.0274669379450661
"2345"	"hemC_44b"	"TRBV5-5"	14	7864	0.00178026449643947
"2346"	"hemC_44b"	"TRBV5-6"	172	7864	0.0218718209562564
"2347"	"hemC_44b"	"TRBV5-7"	0	7864	0
"2348"	"hemC_44b"	"TRBV5-8"	0	7864	0
"2349"	"hemC_44b"	"TRBV6-1"	91	7864	0.0115717192268566
"2350"	"hemC_44b"	"TRBV6-23"	59	7864	0.00750254323499491
"2351"	"hemC_44b"	"TRBV6-4"	7	7864	0.000890132248219736
"2352"	"hemC_44b"	"TRBV6-5"	1817	7864	0.231052899287894
"2353"	"hemC_44b"	"TRBV6-6"	94	7864	0.0119532044760936
"2354"	"hemC_44b"	"TRBV6-7"	0	7864	0
"2355"	"hemC_44b"	"TRBV6-8"	0	7864	0
"2356"	"hemC_44b"	"TRBV6-9"	19	7864	0.00241607324516785
"2357"	"hemC_44b"	"TRBV7-1"	0	7864	0
"2358"	"hemC_44b"	"TRBV7-2"	31	7864	0.00394201424211597
"2359"	"hemC_44b"	"TRBV7-3"	3	7864	0.000381485249237029
"2360"	"hemC_44b"	"TRBV7-4"	3	7864	0.000381485249237029
"2361"	"hemC_44b"	"TRBV7-6"	62	7864	0.00788402848423194
"2362"	"hemC_44b"	"TRBV7-7"	2	7864	0.000254323499491353
"2363"	"hemC_44b"	"TRBV7-8"	0	7864	0
"2364"	"hemC_44b"	"TRBV7-9"	42	7864	0.00534079348931841
"2365"	"hemC_44b"	"TRBV9"	1	7864	0.000127161749745676
"2366"	"hemC_45"	"TRBV1"	0	8454	0
"2367"	"hemC_45"	"TRBV10-1"	27	8454	0.00319375443577005
"2368"	"hemC_45"	"TRBV10-2"	6	8454	0.0007097232079489
"2369"	"hemC_45"	"TRBV10-3"	103	8454	0.0121835817364561
"2370"	"hemC_45"	"TRBV11-1"	37	8454	0.00437662644901822
"2371"	"hemC_45"	"TRBV11-2"	28	8454	0.00331204163709487
"2372"	"hemC_45"	"TRBV11-3"	200	8454	0.0236574402649633
"2373"	"hemC_45"	"TRBV12-34"	378	8454	0.0447125621007807
"2374"	"hemC_45"	"TRBV12-5"	16	8454	0.00189259522119707
"2375"	"hemC_45"	"TRBV13"	4	8454	0.000473148805299267
"2376"	"hemC_45"	"TRBV14"	0	8454	0
"2377"	"hemC_45"	"TRBV15"	54	8454	0.0063875088715401
"2378"	"hemC_45"	"TRBV16"	0	8454	0
"2379"	"hemC_45"	"TRBV18"	10	8454	0.00118287201324817
"2380"	"hemC_45"	"TRBV19"	149	8454	0.0176247929973977
"2381"	"hemC_45"	"TRBV2"	0	8454	0
"2382"	"hemC_45"	"TRBV20-1"	192	8454	0.0227111426543648
"2383"	"hemC_45"	"TRBV21-1"	2	8454	0.000236574402649633
"2384"	"hemC_45"	"TRBV23-1"	0	8454	0
"2385"	"hemC_45"	"TRBV24-1"	28	8454	0.00331204163709487
"2386"	"hemC_45"	"TRBV25-1"	1	8454	0.000118287201324817
"2387"	"hemC_45"	"TRBV26"	0	8454	0
"2388"	"hemC_45"	"TRBV27"	185	8454	0.0218831322450911
"2389"	"hemC_45"	"TRBV28"	14	8454	0.00165602081854743
"2390"	"hemC_45"	"TRBV29-1"	1226	8454	0.145020108824225
"2391"	"hemC_45"	"TRBV3-1"	0	8454	0
"2392"	"hemC_45"	"TRBV3-2"	0	8454	0
"2393"	"hemC_45"	"TRBV30"	838	8454	0.0991246747101964
"2394"	"hemC_45"	"TRBV4-1"	1	8454	0.000118287201324817
"2395"	"hemC_45"	"TRBV4-2"	5	8454	0.000591436006624083
"2396"	"hemC_45"	"TRBV4-3"	21	8454	0.00248403122782115
"2397"	"hemC_45"	"TRBV5-1"	21	8454	0.00248403122782115
"2398"	"hemC_45"	"TRBV5-3"	5	8454	0.000591436006624083
"2399"	"hemC_45"	"TRBV5-4"	62	8454	0.00733380648213863
"2400"	"hemC_45"	"TRBV5-5"	13	8454	0.00153773361722262
"2401"	"hemC_45"	"TRBV5-6"	786	8454	0.0929737402413059
"2402"	"hemC_45"	"TRBV5-7"	4	8454	0.000473148805299267
"2403"	"hemC_45"	"TRBV5-8"	1	8454	0.000118287201324817
"2404"	"hemC_45"	"TRBV6-1"	632	8454	0.0747575112372841
"2405"	"hemC_45"	"TRBV6-23"	142	8454	0.016796782588124
"2406"	"hemC_45"	"TRBV6-4"	75	8454	0.00887154009936125
"2407"	"hemC_45"	"TRBV6-5"	2514	8454	0.297374024130589
"2408"	"hemC_45"	"TRBV6-6"	121	8454	0.0143127513603028
"2409"	"hemC_45"	"TRBV6-7"	0	8454	0
"2410"	"hemC_45"	"TRBV6-8"	0	8454	0
"2411"	"hemC_45"	"TRBV6-9"	49	8454	0.00579607286491602
"2412"	"hemC_45"	"TRBV7-1"	0	8454	0
"2413"	"hemC_45"	"TRBV7-2"	202	8454	0.023894014667613
"2414"	"hemC_45"	"TRBV7-3"	30	8454	0.0035486160397445
"2415"	"hemC_45"	"TRBV7-4"	140	8454	0.0165602081854743
"2416"	"hemC_45"	"TRBV7-6"	75	8454	0.00887154009936125
"2417"	"hemC_45"	"TRBV7-7"	1	8454	0.000118287201324817
"2418"	"hemC_45"	"TRBV7-8"	3	8454	0.00035486160397445
"2419"	"hemC_45"	"TRBV7-9"	52	8454	0.00615093446889047
"2420"	"hemC_45"	"TRBV9"	1	8454	0.000118287201324817
"2421"	"hemC_46"	"TRBV1"	0	35651	0
"2422"	"hemC_46"	"TRBV10-1"	124	35651	0.00347816330537713
"2423"	"hemC_46"	"TRBV10-2"	34	35651	0.000953689938571148
"2424"	"hemC_46"	"TRBV10-3"	604	35651	0.0169420212616757
"2425"	"hemC_46"	"TRBV11-1"	808	35651	0.0226641608931026
"2426"	"hemC_46"	"TRBV11-2"	343	35651	0.00962104849793835
"2427"	"hemC_46"	"TRBV11-3"	907	35651	0.0254410815965892
"2428"	"hemC_46"	"TRBV12-34"	971	35651	0.027236262657429
"2429"	"hemC_46"	"TRBV12-5"	10	35651	0.00028049704075622
"2430"	"hemC_46"	"TRBV13"	498	35651	0.0139687526296598
"2431"	"hemC_46"	"TRBV14"	224	35651	0.00628313371293933
"2432"	"hemC_46"	"TRBV15"	433	35651	0.0121455218647443
"2433"	"hemC_46"	"TRBV16"	0	35651	0
"2434"	"hemC_46"	"TRBV18"	876	35651	0.0245715407702449
"2435"	"hemC_46"	"TRBV19"	3086	35651	0.0865613867773695
"2436"	"hemC_46"	"TRBV2"	71	35651	0.00199152898936916
"2437"	"hemC_46"	"TRBV20-1"	964	35651	0.0270399147288996
"2438"	"hemC_46"	"TRBV21-1"	129	35651	0.00361841182575524
"2439"	"hemC_46"	"TRBV23-1"	10	35651	0.00028049704075622
"2440"	"hemC_46"	"TRBV24-1"	528	35651	0.0148102437519284
"2441"	"hemC_46"	"TRBV25-1"	28	35651	0.000785391714117416
"2442"	"hemC_46"	"TRBV26"	0	35651	0
"2443"	"hemC_46"	"TRBV27"	2015	35651	0.0565201537123783
"2444"	"hemC_46"	"TRBV28"	720	35651	0.0201957869344478
"2445"	"hemC_46"	"TRBV29-1"	2749	35651	0.0771086365038849
"2446"	"hemC_46"	"TRBV3-1"	0	35651	0
"2447"	"hemC_46"	"TRBV3-2"	1	35651	2.8049704075622e-05
"2448"	"hemC_46"	"TRBV30"	1479	35651	0.0414855123278449
"2449"	"hemC_46"	"TRBV4-1"	21	35651	0.000589043785588062
"2450"	"hemC_46"	"TRBV4-2"	47	35651	0.00131833609155423
"2451"	"hemC_46"	"TRBV4-3"	179	35651	0.00502089702953634
"2452"	"hemC_46"	"TRBV5-1"	768	35651	0.0215421727300777
"2453"	"hemC_46"	"TRBV5-3"	94	35651	0.00263667218310847
"2454"	"hemC_46"	"TRBV5-4"	722	35651	0.0202518863425991
"2455"	"hemC_46"	"TRBV5-5"	395	35651	0.0110796331098707
"2456"	"hemC_46"	"TRBV5-6"	642	35651	0.0180079100165493
"2457"	"hemC_46"	"TRBV5-7"	19	35651	0.000532944377436818
"2458"	"hemC_46"	"TRBV5-8"	25	35651	0.00070124260189055
"2459"	"hemC_46"	"TRBV6-1"	1911	35651	0.0536029844885136
"2460"	"hemC_46"	"TRBV6-23"	1956	35651	0.0548652211719166
"2461"	"hemC_46"	"TRBV6-4"	393	35651	0.0110235337017194
"2462"	"hemC_46"	"TRBV6-5"	4837	35651	0.135676418613784
"2463"	"hemC_46"	"TRBV6-6"	1151	35651	0.0322852093910409
"2464"	"hemC_46"	"TRBV6-7"	0	35651	0
"2465"	"hemC_46"	"TRBV6-8"	26	35651	0.000729292305966172
"2466"	"hemC_46"	"TRBV6-9"	47	35651	0.00131833609155423
"2467"	"hemC_46"	"TRBV7-1"	0	35651	0
"2468"	"hemC_46"	"TRBV7-2"	884	35651	0.0247959384028499
"2469"	"hemC_46"	"TRBV7-3"	79	35651	0.00221592662197414
"2470"	"hemC_46"	"TRBV7-4"	475	35651	0.0133236094359205
"2471"	"hemC_46"	"TRBV7-6"	1735	35651	0.0486662365712042
"2472"	"hemC_46"	"TRBV7-7"	20	35651	0.00056099408151244
"2473"	"hemC_46"	"TRBV7-8"	5	35651	0.00014024852037811
"2474"	"hemC_46"	"TRBV7-9"	1551	35651	0.0435050910212897
"2475"	"hemC_46"	"TRBV9"	56	35651	0.00157078342823483
"2476"	"hemC_47"	"TRBV1"	0	29562	0
"2477"	"hemC_47"	"TRBV10-1"	244	29562	0.00825383938840403
"2478"	"hemC_47"	"TRBV10-2"	62	29562	0.00209728705770922
"2479"	"hemC_47"	"TRBV10-3"	743	29562	0.0251336174819024
"2480"	"hemC_47"	"TRBV11-1"	317	29562	0.0107232257628036
"2481"	"hemC_47"	"TRBV11-2"	332	29562	0.0112306339219268
"2482"	"hemC_47"	"TRBV11-3"	658	29562	0.0222583045802043
"2483"	"hemC_47"	"TRBV12-34"	731	29562	0.0247276909546039
"2484"	"hemC_47"	"TRBV12-5"	3	29562	0.00010148163182464
"2485"	"hemC_47"	"TRBV13"	121	29562	0.0040930924835938
"2486"	"hemC_47"	"TRBV14"	164	29562	0.00554766253974697
"2487"	"hemC_47"	"TRBV15"	134	29562	0.00453284622150057
"2488"	"hemC_47"	"TRBV16"	0	29562	0
"2489"	"hemC_47"	"TRBV18"	832	29562	0.0281442392260334
"2490"	"hemC_47"	"TRBV19"	3141	29562	0.106251268520398
"2491"	"hemC_47"	"TRBV2"	45	29562	0.0015222244773696
"2492"	"hemC_47"	"TRBV20-1"	823	29562	0.0278397943305595
"2493"	"hemC_47"	"TRBV21-1"	128	29562	0.0043298829578513
"2494"	"hemC_47"	"TRBV23-1"	15	29562	0.000507408159123199
"2495"	"hemC_47"	"TRBV24-1"	646	29562	0.0218523780529058
